OID_,ZONE_,DISTRICT,MAPNO,ARTICLE,SUBDISTRIC,Unique_Code,FAR,Zone_Desc,Urban_Label,Shape_Length,Shape_Area,shape_wkt
569,HAYDEN BUILDING PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_HAYDEN BUILDING PROTECTION AREA,4.000000000000000,Protection Area,ART38-SUB005-0,0.000891927760838,0.000000033980283,"MULTIPOLYGON (((-71.062822020999988 42.35148517500005, -71.06283394999997 42.351486622000039, -71.062835271999973 42.351486783000041, -71.06317099599994 42.351527521000037, -71.06317807399995 42.351497762000065, -71.063187330999938 42.35145310300004, -71.063192040999979 42.351430379000078, -71.062933709999982 42.351400759000057, -71.062850092999952 42.35139239800003, -71.062822020999988 42.35148517500005)))"
570,BOYLSTON STREET PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOYLSTON STREET PROTECTION AREA,7.000000000000000,Protection Area,ART38-SUB002-0,0.003757772752692,0.000000436983170,
571,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB001-0,0.006701161754641,0.000001285357141,
572,GENERAL AREA,Midtown Cultural,1A,38,Mixed Use,Art38_GENERAL AREA,10.000000000000000,General Area,ART38-SUB004-0,0.031905498450150,0.000012112221926,
573,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB001-0,0.003131943861729,0.000000201202703,
574,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB001-0,0.003411514300746,0.000000379463117,
575,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB001-0,0.007750622337993,0.000001334172719,
576,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB001-0,0.001244000612668,0.000000091037511,
577,GENERAL AREA,Midtown Cultural,1A,38,Mixed Use,Art38_GENERAL AREA,10.000000000000000,General Area,ART38-SUB004-0,0.008166585367123,0.000001332032067,
578,JACOB WIRTH PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_JACOB WIRTH PROTECTION AREA,4.000000000000000,Protection Area,ART38-SUB006-0,0.001308633632319,0.000000100883789,
579,OS,Midtown Cultural,1A,38,Open Space,Art38_OS,,Open Space,ART38-SUB009-0,0.001967931986532,0.000000119080100,
580,TREMONT STREET PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_TREMONT STREET PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB011-0,0.002734865769025,0.000000383435142,
581,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB001-0,0.004151587016064,0.000000548510761,
582,BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,Midtown Cultural,1A,38,Mixed Use,Art38_BOSTON COMMON AND PUBLIC GARDEN PROTECTION AREA,8.000000000000000,Protection Area,ART38-SUB001-0,0.003705918750898,0.000000125461994,
583,NS,Mission Hill Neighborhood,6D,59,Business,Art59_NS,2.000000000000000,Neighborhood Shopping,ART59-SUB017-0,0.010770536424790,0.000001880562550,
584,CC,Mission Hill Neighborhood,6D,59,Business,Art59_CC,3.000000000000000,Community Commercial,ART59-SUB008-0,0.015683016983223,0.000005113731140,
585,MFR/LS,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR/LS,1.000000000000000,Multifamily Residential/Local Services,ART59-SUB011-0,0.002148641936057,0.000000251531109,
586,3F-2000,Mission Hill Neighborhood,6D,59,Residential,Art59_3F-2000,1.000000000000000,Three-Family Residential,ART59-SUB004-0,0.020121485033248,0.000007695688451,
587,OS-G,Mission Hill Neighborhood,6D,59,Open Space,Art59_OS-G,,Community Garden Open Space,ART59-SUB019-0,0.001372450090933,0.000000079552841,
588,OS-RC,Mission Hill Neighborhood,6D,59,Open Space,Art59_OS-RC,,Recreation Open Space,ART59-SUB021-0,0.018424108554152,0.000005061505486,
589,NS,Mission Hill Neighborhood,6D,59,Business,Art59_NS,2.000000000000000,Neighborhood Shopping,ART59-SUB017-0,0.005969144931052,0.000000950332623,
590,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR-1,3.000000000000000,Multifamily Residential,ART59-SUB012-0,0.015164526307317,0.000010873025829,
591,NEW ENGLAND BAPTIST IS,Mission Hill Neighborhood,6D,59,Comm/Instit,Art59_NEW ENGLAND BAPTIST IS,2.000000000000000,Institutional,ART59-SUB016-0,0.016550017185619,0.000010326486183,
592,3F-2000,Mission Hill Neighborhood,6D,59,Residential,Art59_3F-2000,1.000000000000000,Three-Family Residential,ART59-SUB004-0,0.014384540008117,0.000003151798698,
593,RH,Mission Hill Neighborhood,6D,59,Residential,Art59_RH,1.000000000000000,Row House Residential,ART59-SUB023-0,0.005663817678887,0.000000724821053,
594,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR-1,3.000000000000000,Multifamily Residential,ART59-SUB012-0,0.013490186877164,0.000005541379229,
595,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR-1,3.000000000000000,Multifamily Residential,ART59-SUB012-0,0.003409667939751,0.000000640275686,
596,2F-3000,Mission Hill Neighborhood,6D,59,Residential,Art59_2F-3000,0.900000000000000,Two-Family Residential,ART59-SUB001-0,0.007948246190791,0.000001146257456,
597,MFR-2,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR-2,2.000000000000000,Multifamily Residential,ART59-SUB013-0,0.003349007369905,0.000000669587971,
598,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR-1,3.000000000000000,Multifamily Residential,ART59-SUB012-0,0.004255784847773,0.000000805719309,
599,NS,Mission Hill Neighborhood,6D,59,Business,Art59_NS,2.000000000000000,Neighborhood Shopping,ART59-SUB017-0,0.004426053221119,0.000000825822363,
600,MFR-2,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR-2,2.000000000000000,Multifamily Residential,ART59-SUB013-0,0.006420669562924,0.000001865197632,
601,RH,Mission Hill Neighborhood,6D,59,Residential,Art59_RH,1.000000000000000,Row House Residential,ART59-SUB023-0,0.006064795239755,0.000001520825827,
602,OS-UW,Mission Hill Neighborhood,6D,59,Open Space,Art59_OS-UW,,Urban Wild Open Space,ART59-SUB022-0,0.007842475503837,0.000001625387348,
603,MFR-1,Mission Hill Neighborhood,6D,59,Residential,Art59_MFR-1,3.000000000000000,Multifamily Residential,ART59-SUB012-0,0.006336873445960,0.000001104562381,
604,2F-3000,Mission Hill Neighborhood,6D,59,Residential,Art59_2F-3000,0.900000000000000,Two-Family Residential,ART59-SUB001-0,0.006474769893268,0.000001678654692,
